,code,entity,year,hydro_(%_equivalent_primary_energy)
3610,155,Russia,1991,5.0012074
3611,155,Russia,1992,5.3347855
3612,155,Russia,1993,5.7782617
3613,155,Russia,1994,6.3920393
3614,155,Russia,1995,6.766846
3615,155,Russia,1996,6.1551003
3616,155,Russia,1997,6.6399994
3617,155,Russia,1998,6.697306
3618,155,Russia,1999,6.696826
3619,155,Russia,2000,6.725324
3620,155,Russia,2001,6.971339
3621,155,Russia,2002,6.485738
3622,155,Russia,2003,6.061144
3623,155,Russia,2004,6.737211
3624,155,Russia,2005,6.586662
3625,155,Russia,2006,6.2915645
3626,155,Russia,2007,6.35434
3627,155,Russia,2008,5.8504515
3628,155,Russia,2009,6.467367
3629,155,Russia,2010,5.913162
3630,155,Russia,2011,5.5665584
3631,155,Russia,2012,5.513749
3632,155,Russia,2013,6.1463537
3633,155,Russia,2014,5.8298445
3634,155,Russia,2015,5.7045407
3635,155,Russia,2016,6.1069484
3636,155,Russia,2017,6.0524817
3637,155,Russia,2018,5.974766
3638,155,Russia,2019,6.1155376
3639,155,Russia,2020,6.909033
3640,155,Russia,2021,6.4189014
3641,155,Russia,2022,6.4211497
3642,159,Saudi Arabia,1965,0.0
3643,159,Saudi Arabia,1966,0.0
3644,159,Saudi Arabia,1967,0.0
3645,159,Saudi Arabia,1968,0.0
3646,159,Saudi Arabia,1969,0.0
3647,159,Saudi Arabia,1970,0.0
3648,159,Saudi Arabia,1971,0.0
3649,159,Saudi Arabia,1972,0.0
3650,159,Saudi Arabia,1973,0.0
3651,159,Saudi Arabia,1974,0.0
3652,159,Saudi Arabia,1975,0.0
3653,159,Saudi Arabia,1976,0.0
3654,159,Saudi Arabia,1977,0.0
3655,159,Saudi Arabia,1978,0.0
3656,159,Saudi Arabia,1979,0.0
3657,159,Saudi Arabia,1980,0.0
3658,159,Saudi Arabia,1981,0.0
3659,159,Saudi Arabia,1982,0.0
3660,159,Saudi Arabia,1983,0.0
3661,159,Saudi Arabia,1984,0.0
3662,159,Saudi Arabia,1985,0.0
3663,159,Saudi Arabia,1986,0.0
3664,159,Saudi Arabia,1987,0.0
3665,159,Saudi Arabia,1988,0.0
3666,159,Saudi Arabia,1989,0.0
3667,159,Saudi Arabia,1990,0.0
3668,159,Saudi Arabia,1991,0.0
3669,159,Saudi Arabia,1992,0.0
3670,159,Saudi Arabia,1993,0.0
3671,159,Saudi Arabia,1994,0.0
3672,159,Saudi Arabia,1995,0.0
3673,159,Saudi Arabia,1996,0.0
3674,159,Saudi Arabia,1997,0.0
3675,159,Saudi Arabia,1998,0.0
3676,159,Saudi Arabia,1999,0.0
3677,163,Singapore,1992,0.0
3678,163,Singapore,1993,0.0
3679,163,Singapore,1994,0.0
3680,163,Singapore,1995,0.0
3681,163,Singapore,1996,0.0
3682,163,Singapore,1997,0.0
3683,163,Singapore,1998,0.0
3684,163,Singapore,1999,0.0
3685,164,Slovakia,1965,6.1526546
3686,164,Slovakia,1966,5.695992
3687,164,Slovakia,1967,4.855119
3688,164,Slovakia,1968,4.0370173
3689,164,Slovakia,1969,3.0090575
3690,164,Slovakia,1970,4.1029906
3691,164,Slovakia,1971,2.8729024
3692,164,Slovakia,1972,2.8613744
3693,164,Slovakia,1973,2.351841
3694,164,Slovakia,1974,3.7575521
3695,164,Slovakia,1975,3.2334025
3696,164,Slovakia,1976,3.1432192
3697,164,Slovakia,1977,3.5666406
3698,164,Slovakia,1978,3.189221
3699,164,Slovakia,1979,2.585242
3700,164,Slovakia,1980,3.0467434
3701,164,Slovakia,1981,2.6747828
3702,164,Slovakia,1982,2.3736455
3703,164,Slovakia,1983,2.5121584
3704,164,Slovakia,1984,1.9794104
3705,164,Slovakia,1985,2.611933
3706,164,Slovakia,1986,2.0846355
3707,164,Slovakia,1987,2.3514032
3708,164,Slovakia,1988,2.125359
3709,164,Slovakia,1989,2.34242
3710,164,Slovakia,1990,2.2383957
3711,164,Slovakia,1991,1.8738333
3712,164,Slovakia,1992,2.679717
3713,164,Slovakia,1993,4.882404
3714,164,Slovakia,1994,6.225819
3715,164,Slovakia,1995,6.879693
3716,164,Slovakia,1996,5.9181104
3717,164,Slovakia,1997,5.796413
3718,164,Slovakia,1998,6.022059
3719,164,Slovakia,1999,6.261234
3720,164,Slovakia,2000,6.252774
3721,164,Slovakia,2001,6.4457603
3722,164,Slovakia,2002,6.790901
3723,164,Slovakia,2003,4.58991
3724,164,Slovakia,2004,5.494144
3725,164,Slovakia,2005,5.8693867
3726,164,Slovakia,2006,5.6849036
3727,164,Slovakia,2007,6.090989
3728,164,Slovakia,2008,5.3488684
3729,164,Slovakia,2009,6.3422837
3730,164,Slovakia,2010,7.097652
3731,164,Slovakia,2011,5.272215
3732,164,Slovakia,2012,5.9244633
3733,164,Slovakia,2013,6.790188
3734,164,Slovakia,2014,6.295604
3735,164,Slovakia,2015,5.6894016
3736,164,Slovakia,2016,6.316429
3737,164,Slovakia,2017,5.9135327
3738,164,Slovakia,2018,4.9651732
3739,164,Slovakia,2019,6.2117186
3740,164,Slovakia,2020,6.549577
3741,164,Slovakia,2021,5.707218
3742,164,Slovakia,2022,4.8674026
3743,165,Slovenia,1990,12.690258
3744,165,Slovenia,1991,15.370844
3745,165,Slovenia,1992,15.600477
3746,165,Slovenia,1993,13.463441
3747,165,Slovenia,1994,14.166087
3748,165,Slovenia,1995,12.90796
3749,165,Slovenia,1996,13.8772745
3750,165,Slovenia,1997,11.434757
3751,165,Slovenia,1998,12.727215
3752,165,Slovenia,1999,13.937386
3753,165,Slovenia,2000,14.418968
3754,165,Slovenia,2001,13.567807
3755,165,Slovenia,2002,11.825179
3756,165,Slovenia,2003,10.691127
3757,165,Slovenia,2004,13.853407
3758,165,Slovenia,2005,11.633561
3759,165,Slovenia,2006,11.887542
3760,165,Slovenia,2007,10.805331
3761,165,Slovenia,2008,12.057408
3762,165,Slovenia,2009,15.221448
3763,165,Slovenia,2010,14.470397
3764,165,Slovenia,2011,11.679235
3765,165,Slovenia,2012,13.076089
3766,165,Slovenia,2013,15.597834
3767,165,Slovenia,2014,19.890957
3768,165,Slovenia,2015,13.704674
3769,165,Slovenia,2016,15.072486
3770,165,Slovenia,2017,12.734957
3771,165,Slovenia,2018,15.090086
3772,165,Slovenia,2019,14.74257
3773,165,Slovenia,2020,16.745209
3774,165,Slovenia,2021,16.083109
3775,165,Slovenia,2022,11.258494
3776,167,South Africa,1965,0.030886449
3777,167,South Africa,1966,0.029866165
3778,167,South Africa,1967,0.020714175
3779,167,South Africa,1968,0.018117523
3780,167,South Africa,1969,0.015396576
3781,167,South Africa,1970,0.017539408
3782,167,South Africa,1971,0.07294351
3783,167,South Africa,1972,0.52579415
3784,167,South Africa,1973,0.577211
3785,167,South Africa,1974,0.6448366
3786,167,South Africa,1975,0.59844273
3787,167,South Africa,1976,0.96040404
3788,167,South Africa,1977,0.9714049
3789,167,South Africa,1978,0.96227163
3790,167,South Africa,1979,0.5590492
3791,167,South Africa,1980,0.45417184
3792,167,South Africa,1981,0.65005094
3793,167,South Africa,1982,0.37149048
3794,167,South Africa,1983,0.21470517
3795,167,South Africa,1984,0.18491054
3796,167,South Africa,1985,0.20175484
3797,167,South Africa,1986,0.5151001
3798,167,South Africa,1987,0.505198
3799,167,South Africa,1988,0.89705485
3800,167,South Africa,1989,0.81933874
3801,167,South Africa,1990,0.2900504
3802,167,South Africa,1991,0.5727414
3803,167,South Africa,1992,0.21651152
3804,167,South Africa,1993,0.04210848
3805,167,South Africa,1994,0.29699612
3806,167,South Africa,1995,0.13997532
3807,167,South Africa,1996,0.3422001
3808,167,South Africa,1997,0.5307417
3809,167,South Africa,1998,0.4119033
3810,167,South Africa,1999,0.18135445
3811,167,South Africa,2000,0.27464914
3812,167,South Africa,2001,0.4243205
3813,167,South Africa,2002,0.5238758
3814,167,South Africa,2003,0.19075346
3815,167,South Africa,2004,0.19940631
3816,167,South Africa,2005,0.29351708
3817,167,South Africa,2006,0.62175894
3818,167,South Africa,2007,0.5948415
3819,167,South Africa,2008,0.24248917
3820,167,South Africa,2009,0.27896494
3821,167,South Africa,2010,0.21685883
3822,167,South Africa,2011,0.5849326
3823,167,South Africa,2012,0.19629449
3824,167,South Africa,2013,0.21054028
3825,167,South Africa,2014,0.3364203
3826,167,South Africa,2015,0.13877256
3827,167,South Africa,2016,0.112845175
3828,167,South Africa,2017,0.14005184
3829,167,South Africa,2018,0.20569742
3830,167,South Africa,2019,0.13181011
3831,167,South Africa,2020,0.27761844
3832,167,South Africa,2021,0.3800723
3833,167,South Africa,2022,0.6037368
3834,34,South America,1965,10.9509325
3835,34,South America,1966,11.442433
3836,34,South America,1967,11.675976
3837,34,South America,1968,11.614463
3838,34,South America,1969,11.965155
3839,34,South America,1970,13.3377
3840,34,South America,1971,13.904129
3841,34,South America,1972,14.737049
3842,34,South America,1973,15.126848
3843,34,South America,1974,16.180588
3844,34,South America,1975,17.311821
3845,34,South America,1976,17.9991
3846,34,South America,1977,18.813194
3847,34,South America,1978,19.520575
3848,34,South America,1979,20.498064
3849,34,South America,1980,22.107735
3850,34,South America,1981,22.418633
3851,34,South America,1982,23.617315
3852,34,South America,1983,25.13586
3853,34,South America,1984,26.659044
3854,34,South America,1985,27.635447
3855,34,South America,1986,27.90601
3856,34,South America,1987,28.68528
3857,34,South America,1988,28.832336
3858,34,South America,1989,29.031044
3859,34,South America,1990,29.920795
3860,34,South America,1991,31.058893
3861,34,South America,1992,30.495728
3862,34,South America,1993,31.57759
3863,34,South America,1994,31.572605
3864,34,South America,1995,31.13164
3865,34,South America,1996,30.968433
3866,34,South America,1997,31.068129
3867,34,South America,1998,30.696344
3868,34,South America,1999,30.5159
3869,34,South America,2000,31.40975
3870,34,South America,2001,29.652908
3871,34,South America,2002,30.581415
3872,34,South America,2003,31.359896
3873,34,South America,2004,30.484047
3874,34,South America,2005,31.138493
3875,34,South America,2006,31.025433
3876,34,South America,2007,30.308998
3877,34,South America,2008,29.471752
3878,34,South America,2009,30.41999
3879,34,South America,2010,28.642353
3880,34,South America,2011,29.119429
3881,34,South America,2012,27.358011
3882,34,South America,2013,25.680244
3883,34,South America,2014,24.523472
3884,34,South America,2015,23.925425
3885,34,South America,2016,24.65149
3886,34,South America,2017,24.895334
3887,34,South America,2018,25.608782
3888,34,South America,2019,25.664515
3889,34,South America,2020,27.008167
3890,34,South America,2021,23.700678
3891,34,South America,2022,25.311777
3892,35,South Korea,1986,1.3128163
3893,35,South Korea,1987,1.5100771
3894,35,South Korea,1988,0.677997
3895,35,South Korea,1989,0.9301871
3896,35,South Korea,1990,1.2992402
3897,35,South Korea,1991,0.855016
3898,35,South Korea,1992,0.6736053
3899,35,South Korea,1993,0.8383731
3900,35,South Korea,1994,0.43143508
3901,35,South Korea,1995,0.46450448
3902,35,South Korea,1996,0.36944294
3903,35,South Korea,1997,0.3904488
3904,35,South Korea,1998,0.64935803
3905,35,South Korea,1999,0.5791616
3906,35,South Korea,2000,0.5279014
3907,35,South Korea,2001,0.29758742
3908,35,South Korea,2002,0.3921691
3909,35,South Korea,2003,0.570563
3910,35,South Korea,2004,0.48883483
3911,35,South Korea,2005,0.40031737
3912,35,South Korea,2006,0.36945316
3913,35,South Korea,2007,0.3733438
3914,35,South Korea,2008,0.30853122
3915,35,South Korea,2009,0.27942815
3916,35,South Korea,2010,0.33647963
3917,35,South Korea,2011,0.39911294
3918,35,South Korea,2012,0.33835274
3919,35,South Korea,2013,0.36209953
3920,35,South Korea,2014,0.22888097
3921,35,South Korea,2015,0.17435996
3922,35,South Korea,2016,0.2232821
3923,35,South Korea,2017,0.21687886
3924,35,South Korea,2018,0.25356984
3925,35,South Korea,2019,0.21211745
3926,35,South Korea,2020,0.30540323
3927,35,South Korea,2021,0.22903274
3928,35,South Korea,2022,0.26154342
3929,36,South and Central America (EI),1965,8.943282
3930,36,South and Central America (EI),1966,9.394183
3931,36,South and Central America (EI),1967,9.568811
3932,36,South and Central America (EI),1968,9.611969
3933,36,South and Central America (EI),1969,9.944606
3934,36,South and Central America (EI),1970,10.923186
3935,36,South and Central America (EI),1971,11.489506
3936,36,South and Central America (EI),1972,12.06376
3937,36,South and Central America (EI),1973,12.362993
3938,36,South and Central America (EI),1974,13.39564
3939,36,South and Central America (EI),1975,14.396901
3940,36,South and Central America (EI),1976,15.080957
3941,36,South and Central America (EI),1977,15.7148075
3942,36,South and Central America (EI),1978,16.495579
3943,36,South and Central America (EI),1979,17.550581
3944,36,South and Central America (EI),1980,19.019995
3945,36,South and Central America (EI),1981,19.294044
3946,36,South and Central America (EI),1982,20.529036
3947,36,South and Central America (EI),1983,21.966736
3948,36,South and Central America (EI),1984,23.306456
3949,36,South and Central America (EI),1985,24.47372
3950,36,South and Central America (EI),1986,24.916306
3951,36,South and Central America (EI),1987,25.614817
3952,36,South and Central America (EI),1988,25.830614
3953,36,South and Central America (EI),1989,25.8968
3954,36,South and Central America (EI),1990,26.677639
3955,36,South and Central America (EI),1991,27.737354
3956,36,South and Central America (EI),1992,27.344524
3957,36,South and Central America (EI),1993,28.402397
3958,36,South and Central America (EI),1994,28.314587
3959,36,South and Central America (EI),1995,27.955193
3960,36,South and Central America (EI),1996,27.89472
3961,36,South and Central America (EI),1997,27.918266
3962,36,South and Central America (EI),1998,27.545097
3963,36,South and Central America (EI),1999,27.512068
3964,36,South and Central America (EI),2000,27.980026
3965,36,South and Central America (EI),2001,26.157812
3966,36,South and Central America (EI),2002,26.946709
3967,36,South and Central America (EI),2003,27.539938
3968,36,South and Central America (EI),2004,26.875406
3969,36,South and Central America (EI),2005,27.52288
3970,36,South and Central America (EI),2006,27.33914
3971,36,South and Central America (EI),2007,26.894909
3972,36,South and Central America (EI),2008,26.362011
3973,36,South and Central America (EI),2009,27.245825
3974,36,South and Central America (EI),2010,25.845177
3975,36,South and Central America (EI),2011,26.325792
3976,36,South and Central America (EI),2012,24.90569
3977,36,South and Central America (EI),2013,23.467396
3978,36,South and Central America (EI),2014,22.404993
3979,36,South and Central America (EI),2015,21.769762
3980,36,South and Central America (EI),2016,22.394012
3981,36,South and Central America (EI),2017,22.76043
3982,36,South and Central America (EI),2018,23.324192
3983,36,South and Central America (EI),2019,23.07756
3984,36,South and Central America (EI),2020,24.570972
3985,36,South and Central America (EI),2021,21.77198
3986,36,South and Central America (EI),2022,23.262993
3987,37,Spain,1969,18.46006
3988,37,Spain,1970,15.530946
3989,37,Spain,1971,16.159304
3990,37,Spain,1972,16.65942
3991,37,Spain,1973,12.403915
3992,37,Spain,1974,12.600133
3993,37,Spain,1975,10.460218
3994,37,Spain,1976,7.8615813
3995,37,Spain,1977,14.355668
3996,37,Spain,1978,14.521417
3997,37,Spain,1979,15.541789
3998,37,Spain,1980,9.850895
3999,37,Spain,1981,7.2557592
4000,37,Spain,1982,8.711176
4001,37,Spain,1983,8.740984
4002,37,Spain,1984,10.014993
4003,37,Spain,1985,10.031123
4004,37,Spain,1986,8.31933
4005,37,Spain,1987,8.29316
4006,37,Spain,1988,10.219998
4007,37,Spain,1989,5.355245
4008,37,Spain,1990,7.031449
4009,37,Spain,1991,7.2906666
4010,37,Spain,1992,4.826579
4011,37,Spain,1993,6.427325
4012,37,Spain,1994,7.093602
4013,37,Spain,1995,5.6045094
4014,37,Spain,1996,9.29236
4015,37,Spain,1997,7.694904
4016,37,Spain,1998,7.1777925
4017,37,Spain,1999,4.682792
4018,37,Spain,2000,5.723753
4019,37,Spain,2001,7.543161
4020,37,Spain,2002,4.142203
4021,37,Spain,2003,6.975442
4022,37,Spain,2004,5.1589704
4023,37,Spain,2005,2.8726604
4024,37,Spain,2006,4.0763354
4025,37,Spain,2007,4.1695633
4026,37,Spain,2008,3.6822438
4027,37,Spain,2009,4.420628
4028,37,Spain,2010,6.823475
4029,37,Spain,2011,5.0311346
4030,37,Spain,2012,3.3766222
4031,37,Spain,2013,6.324763
4032,37,Spain,2014,6.8215475
4033,37,Spain,2015,4.8115597
4034,37,Spain,2016,6.1262336
4035,37,Spain,2017,3.0321388
4036,37,Spain,2018,5.548805
4037,37,Spain,2019,3.724599
4038,37,Spain,2020,5.5659904
4039,37,Spain,2021,5.0243196
4040,37,Spain,2022,2.9740272
4041,170,Sri Lanka,2007,16.588642
4042,38,Sweden,1985,30.350336
4043,38,Sweden,1986,25.132704
4044,38,Sweden,1987,30.272146
4045,38,Sweden,1988,30.126038
4046,38,Sweden,1989,31.627264
4047,38,Sweden,1990,31.423813
4048,38,Sweden,1991,28.902584
4049,38,Sweden,1992,33.727753
4050,38,Sweden,1993,34.224022
4051,38,Sweden,1994,27.091238
4052,38,Sweden,1995,30.862635
4053,38,Sweden,1996,24.131914
4054,38,Sweden,1997,31.110737
4055,38,Sweden,1998,31.114122
4056,38,Sweden,1999,30.737738
4057,38,Sweden,2000,36.338226
4058,38,Sweden,2001,33.863285
4059,38,Sweden,2002,30.168945
4060,38,Sweden,2003,25.240173
4061,38,Sweden,2004,26.348093
4062,38,Sweden,2005,30.489115
4063,38,Sweden,2006,27.404675
4064,38,Sweden,2007,28.8082
4065,38,Sweden,2008,30.407625
4066,38,Sweden,2009,31.194328
4067,38,Sweden,2010,29.891895
4068,38,Sweden,2011,30.095955
4069,38,Sweden,2012,33.174603
4070,38,Sweden,2013,27.358305
4071,38,Sweden,2014,28.389826
4072,38,Sweden,2015,32.236187
4073,38,Sweden,2016,26.918736
4074,38,Sweden,2017,27.145285
4075,38,Sweden,2018,26.314426
4076,38,Sweden,2019,26.48882
4077,38,Sweden,2020,30.825317
4078,38,Sweden,2021,30.651161
4079,38,Sweden,2022,28.768438
4080,171,Switzerland,1968,39.6735
4081,171,Switzerland,1969,36.701298
4082,171,Switzerland,1970,34.634697
4083,171,Switzerland,1971,33.697243
4084,171,Switzerland,1972,28.542727
4085,171,Switzerland,1973,28.314793
4086,171,Switzerland,1974,31.026619
4087,171,Switzerland,1975,34.594242
4088,171,Switzerland,1976,29.04813
4089,171,Switzerland,1977,35.28424
4090,171,Switzerland,1978,32.405388
4091,171,Switzerland,1979,30.585209
4092,171,Switzerland,1980,32.192913
4093,171,Switzerland,1981,33.83872
4094,171,Switzerland,1982,35.36821
4095,171,Switzerland,1983,33.15069
4096,171,Switzerland,1984,29.171026
4097,171,Switzerland,1985,29.272535
4098,171,Switzerland,1986,28.629314
4099,171,Switzerland,1987,30.347586
4100,171,Switzerland,1988,31.091053
4101,171,Switzerland,1989,27.67266
4102,171,Switzerland,1990,26.569715
4103,171,Switzerland,1991,27.853329
4104,171,Switzerland,1992,27.944786
4105,171,Switzerland,1993,30.625921
4106,171,Switzerland,1994,31.83055
4107,171,Switzerland,1995,30.233536
4108,171,Switzerland,1996,25.58224
4109,171,Switzerland,1997,28.333918
4110,171,Switzerland,1998,27.702028
4111,171,Switzerland,1999,31.680716
4112,171,Switzerland,2000,29.897543
4113,171,Switzerland,2001,31.197527
4114,171,Switzerland,2002,28.340181
4115,171,Switzerland,2003,28.13629
4116,171,Switzerland,2004,27.540138
4117,171,Switzerland,2005,26.395628
4118,171,Switzerland,2006,24.989977
4119,171,Switzerland,2007,28.59582
4120,171,Switzerland,2008,28.116545
4121,171,Switzerland,2009,27.780497
4122,171,Switzerland,2010,28.617748
4123,171,Switzerland,2011,26.913532
4124,171,Switzerland,2012,30.162683
4125,171,Switzerland,2013,29.116402
4126,171,Switzerland,2014,29.981304
4127,171,Switzerland,2015,30.657259
4128,171,Switzerland,2016,29.32435
4129,171,Switzerland,2017,28.637695
4130,171,Switzerland,2018,28.454914
4131,171,Switzerland,2019,29.542917
4132,171,Switzerland,2020,31.84432
4133,171,Switzerland,2021,32.034702
4134,171,Switzerland,2022,26.442516
4135,173,Taiwan,1965,10.868428
4136,173,Taiwan,1966,10.4390545
4137,173,Taiwan,1967,9.467523
4138,173,Taiwan,1968,12.089816
4139,173,Taiwan,1969,9.123023
4140,173,Taiwan,1970,7.867682
4141,173,Taiwan,1971,6.7593374
4142,173,Taiwan,1972,7.442085
4143,173,Taiwan,1973,5.9530554
4144,173,Taiwan,1974,8.604859
4145,173,Taiwan,1975,8.733823
4146,173,Taiwan,1976,5.838051
4147,173,Taiwan,1977,4.998222
4148,173,Taiwan,1978,5.2226787
4149,173,Taiwan,1979,4.524598
4150,173,Taiwan,1980,2.7495987
4151,173,Taiwan,1981,4.8077273
4152,173,Taiwan,1982,4.297093
4153,173,Taiwan,1983,4.052549
4154,173,Taiwan,1984,3.4155865
4155,173,Taiwan,1985,4.465986
4156,173,Taiwan,1986,4.191734
4157,173,Taiwan,1987,3.4800558
4158,173,Taiwan,1988,2.6731176
4159,173,Taiwan,1989,2.6207952
4160,173,Taiwan,1990,3.2278013
4161,173,Taiwan,1991,1.8435193
4162,173,Taiwan,1992,2.9517672
4163,173,Taiwan,1993,1.7488519
4164,173,Taiwan,1994,2.0300534
4165,173,Taiwan,1995,1.8261936
4166,173,Taiwan,1996,1.7185274
4167,173,Taiwan,1997,1.7951086
4168,173,Taiwan,1998,2.001953
4169,173,Taiwan,1999,1.5585027
4170,173,Taiwan,2000,1.3228443
4171,173,Taiwan,2001,1.4228985
4172,173,Taiwan,2002,0.73954475
4173,173,Taiwan,2003,0.76789737
4174,173,Taiwan,2004,0.77432853
4175,173,Taiwan,2005,0.96327907
4176,173,Taiwan,2006,0.93648016
4177,173,Taiwan,2007,0.965063
4178,173,Taiwan,2008,0.96656287
4179,173,Taiwan,2009,0.85915995
4180,173,Taiwan,2010,0.8911638
4181,173,Taiwan,2011,0.8487584
4182,173,Taiwan,2012,1.2068346
4183,173,Taiwan,2013,1.1232817
4184,173,Taiwan,2014,0.8697112
4185,173,Taiwan,2015,0.8958565
4186,173,Taiwan,2016,1.2986267
4187,173,Taiwan,2017,1.0731274
4188,173,Taiwan,2018,0.8660204
4189,173,Taiwan,2019,1.0870427
4190,173,Taiwan,2020,0.60672194
4191,173,Taiwan,2021,0.6560653
4192,173,Taiwan,2022,1.1452858
4193,39,Thailand,1981,6.015194
4194,39,Thailand,1982,7.5709677
4195,39,Thailand,1983,6.5891347
4196,39,Thailand,1984,6.626251
4197,39,Thailand,1985,5.7355323
4198,39,Thailand,1986,8.074997
4199,39,Thailand,1987,5.1872444
4200,39,Thailand,1988,4.2251425
4201,39,Thailand,1989,5.4124346
4202,39,Thailand,1990,4.092316
4203,39,Thailand,1991,3.4103823
4204,39,Thailand,1992,2.877258
4205,39,Thailand,1993,2.202522
4206,39,Thailand,1994,2.388723
4207,39,Thailand,1995,3.1681254
4208,39,Thailand,1996,3.0644376
4209,39,Thailand,1997,2.8573148
4210,39,Thailand,1998,2.228538
4211,39,Thailand,1999,1.4089959
4212,39,Thailand,2000,2.3479931
4213,39,Thailand,2001,2.3181396
4214,39,Thailand,2002,2.534952
4215,39,Thailand,2003,2.2917786
4216,39,Thailand,2004,1.7158673
4217,39,Thailand,2005,1.5895141
4218,39,Thailand,2006,2.1678836
4219,39,Thailand,2007,2.0858784
4220,39,Thailand,2008,1.8100159
4221,39,Thailand,2009,1.7551527
4222,39,Thailand,2010,1.2565422
4223,39,Thailand,2011,1.805521
4224,39,Thailand,2012,1.776434
4225,39,Thailand,2013,1.1270758
4226,39,Thailand,2014,1.0354376
4227,39,Thailand,2015,0.7327588
4228,39,Thailand,2016,0.6722911
4229,39,Thailand,2017,0.86822045
4230,39,Thailand,2018,1.3563569
4231,39,Thailand,2019,1.1218275
4232,39,Thailand,2020,0.86439335
4233,39,Thailand,2021,0.8541026
4234,39,Thailand,2022,1.22321
4235,177,Trinidad and Tobago,2010,0.0
4236,177,Trinidad and Tobago,2011,0.0
4237,177,Trinidad and Tobago,2012,0.0
4238,177,Trinidad and Tobago,2013,0.0
4239,177,Trinidad and Tobago,2014,0.0
4240,177,Trinidad and Tobago,2015,0.0
4241,177,Trinidad and Tobago,2016,0.0
4242,177,Trinidad and Tobago,2017,0.0
4243,177,Trinidad and Tobago,2018,0.0
4244,177,Trinidad and Tobago,2019,0.0
4245,177,Trinidad and Tobago,2020,0.0
4246,177,Trinidad and Tobago,2021,0.0
4247,177,Trinidad and Tobago,2022,0.0
4248,179,Turkey,1982,12.745108
4249,179,Turkey,1983,9.873128
4250,179,Turkey,1984,11.098962
4251,179,Turkey,1985,9.224896
4252,179,Turkey,1986,8.34488
4253,179,Turkey,1987,11.479019
4254,179,Turkey,1988,16.231731
4255,179,Turkey,1989,10.248438
4256,179,Turkey,1990,12.179259
4257,179,Turkey,1991,11.691105
4258,179,Turkey,1992,13.02193
4259,179,Turkey,1993,15.311311
4260,179,Turkey,1994,14.244038
4261,179,Turkey,1995,14.7899885
4262,179,Turkey,1996,15.441068
4263,179,Turkey,1997,14.521228
4264,179,Turkey,1998,15.018119
4265,179,Turkey,1999,12.66547
4266,179,Turkey,2000,10.55969
4267,179,Turkey,2001,8.978266
4268,179,Turkey,2002,11.437141
4269,179,Turkey,2003,11.255766
4270,179,Turkey,2004,13.623309
4271,179,Turkey,2005,11.364724
4272,179,Turkey,2006,11.384418
4273,179,Turkey,2007,8.632176
4274,179,Turkey,2008,7.934019
4275,179,Turkey,2009,8.40862
4276,179,Turkey,2010,11.411335
4277,179,Turkey,2011,10.7271385
4278,179,Turkey,2012,11.09997
4279,179,Turkey,2013,11.411602
4280,179,Turkey,2014,7.530733
4281,179,Turkey,2015,11.253948
4282,179,Turkey,2016,10.667484
4283,179,Turkey,2017,8.668244
4284,179,Turkey,2018,8.9715605
4285,179,Turkey,2019,12.763903
4286,179,Turkey,2020,11.372556
4287,179,Turkey,2021,7.565509
4288,179,Turkey,2022,8.993995
4289,193,Turkmenistan,1985,0.0061989655
4290,193,Turkmenistan,1986,0.0049806866
4291,193,Turkmenistan,1987,0.005006666
4292,193,Turkmenistan,1988,0.004972991
4293,193,Turkmenistan,1989,0.004839843
4294,193,Turkmenistan,1990,0.0058403267
4295,193,Turkmenistan,1991,0.005686854
4296,193,Turkmenistan,1992,0.00833675
4297,193,Turkmenistan,1993,0.01208976
4298,193,Turkmenistan,1994,0.009066777
4299,193,Turkmenistan,1995,0.011015031
4300,193,Turkmenistan,1996,0.009452702
4301,194,USSR,1965,3.4813333
4302,194,USSR,1966,3.6910224
4303,194,USSR,1967,3.3877106
4304,194,USSR,1968,3.8358662
4305,194,USSR,1969,4.0670166
4306,194,USSR,1970,4.17463
4307,194,USSR,1971,4.0343986
4308,194,USSR,1972,3.7400343
4309,194,USSR,1973,3.5433114
4310,194,USSR,1974,3.623434
4311,194,USSR,1975,3.2949784
4312,194,USSR,1976,3.4166834
4313,194,USSR,1977,3.5416842
4314,194,USSR,1978,3.918541
4315,194,USSR,1979,3.8662984
4316,194,USSR,1980,4.043397
4317,194,USSR,1981,4.019434
4318,194,USSR,1982,3.6683857
4319,194,USSR,1983,3.7095654
4320,194,USSR,1984,4.0228815
4321,180,Ukraine,1985,1.1391944
4322,180,Ukraine,1986,1.1281002
4323,180,Ukraine,1987,0.994602
4324,180,Ukraine,1988,1.2357122
4325,180,Ukraine,1989,1.0963215
4326,180,Ukraine,1990,0.9731685
4327,180,Ukraine,1991,1.1563051
4328,180,Ukraine,1992,0.92114043
4329,180,Ukraine,1993,1.4715108
4330,180,Ukraine,1994,1.8900635
4331,180,Ukraine,1995,1.5910708
4332,180,Ukraine,1996,1.4804908
4333,180,Ukraine,1997,1.7526176
4334,180,Ukraine,1998,2.9003167
4335,180,Ukraine,1999,2.6797638
4336,180,Ukraine,2000,2.1026812
4337,180,Ukraine,2001,2.2616584
4338,180,Ukraine,2002,1.8090997
4339,180,Ukraine,2003,1.68295
4340,180,Ukraine,2004,2.135611
4341,180,Ukraine,2005,2.2049546
4342,180,Ukraine,2006,2.257152
4343,180,Ukraine,2007,1.772723
4344,180,Ukraine,2008,2.0709538
4345,180,Ukraine,2009,2.505251
