,code,entity,year,oth_renewables_(incl_geo_n_biomass)_electricity_generation_-_twh,solar generation - twh,wind generation - twh,hydro generation - twh
0,45,Africa,1971,0.164,0.0,0.0,26.01339
1,45,Africa,1972,0.165,0.0,0.0,29.633196
2,45,Africa,1973,0.17,0.0,0.0,31.345707
3,45,Africa,1974,0.175,0.0,0.0,35.667076
4,45,Africa,1975,0.172,0.0,0.0,37.717968
5,45,Africa,1976,0.185,0.0,0.0,41.797634
6,45,Africa,1977,0.189,0.0,0.0,45.92877
7,45,Africa,1978,0.195,0.0,0.0,46.306942
8,45,Africa,1979,0.201,0.0,0.0,49.56523
9,45,Africa,1980,0.207,0.0,0.0,48.311787
10,45,Africa,1981,0.218,0.0,0.0,50.192905
11,45,Africa,1982,0.236,0.0,0.0,50.206238
12,45,Africa,1983,0.23,0.0,0.0,45.24716
13,45,Africa,1984,0.234,0.0,0.0,44.489975
14,45,Africa,1985,0.269,0.0,0.0,49.449684
15,45,Africa,1986,0.659,0.0,0.0,51.14537
16,45,Africa,1987,0.658,0.0,0.0,49.05646
17,45,Africa,1988,0.626,0.0,0.0,53.593452
18,45,Africa,1989,0.617,0.0,0.0,56.27621
19,45,Africa,1990,0.80574995,0.0,0.0,57.254658
20,45,Africa,1991,0.8217477,0.0,0.0,60.65149
21,45,Africa,1992,0.85394657,0.0,0.0,57.86029
22,45,Africa,1993,0.94937193,0.0,0.002,56.682507
23,45,Africa,1994,0.84669536,0.0,0.0054,57.59605
24,45,Africa,1995,1.028464,0.0,0.0063,59.76888
25,45,Africa,1996,1.2678368,0.0,0.0071,62.31646
26,45,Africa,1997,1.3963903,0.0,0.0072,63.852497
27,45,Africa,1998,1.724236,0.0,0.0076,66.654884
28,45,Africa,1999,1.7097834,0.0,0.0198,70.68426
29,45,Africa,2000,2.313793,0.011941,0.1755,75.25581
30,45,Africa,2001,2.3859584,0.01496,0.41558,80.86911
31,45,Africa,2002,2.3420103,0.016799714,0.44358402,85.02647
32,45,Africa,2003,2.6859653,0.020059295,0.535599,82.57461
33,45,Africa,2004,3.046275,0.02456688,0.7682805,87.21947
34,45,Africa,2005,3.083126,0.029383464,0.7803821,88.83774
35,45,Africa,2006,3.8507724,0.03791205,0.8525656,92.049355
36,45,Africa,2007,3.2195141,0.05047936,1.0162233,95.19856
37,45,Africa,2008,3.3477929,0.07265389,1.3117782,96.96721
38,45,Africa,2009,3.6481445,0.09582155,1.5892309,99.56114
39,45,Africa,2010,3.8428795,0.21605176,2.2845824,107.679985
40,45,Africa,2011,4.0351925,0.6020893,2.386504,110.73201
41,45,Africa,2012,4.190647,0.99265915,2.5156302,111.20843
42,45,Africa,2013,4.571517,0.7893071,3.5934472,117.50694
43,45,Africa,2014,5.57332,1.9059901,5.060073,124.17194
44,45,Africa,2015,7.16401,3.6104436,8.9106865,120.32509
45,45,Africa,2016,7.2771964,5.3191276,11.176371,116.81763
46,45,Africa,2017,7.773782,6.9551754,13.6124935,125.27305
47,45,Africa,2018,8.339586,8.382591,14.762939,133.80919
48,45,Africa,2019,8.457671,11.133448,19.281773,138.37263
49,45,Africa,2020,8.108861,15.289597,19.105722,147.85454
50,45,Africa,2021,8.111379,17.905737,22.780289,152.35431
51,45,Africa,2022,8.688002,18.18146,23.893784,156.7211
52,45,Africa,1965,,,0.0,13.905635
53,45,Africa,1966,,,0.0,15.510005
54,45,Africa,1967,,,0.0,16.190636
55,45,Africa,1968,,,0.0,18.938341
56,45,Africa,1969,,,0.0,22.100891
57,45,Africa,1970,,,0.0,27.630428
58,1,Africa (EI),1971,0.164,0.0,0.0,26.013391
59,1,Africa (EI),1972,0.165,0.0,0.0,29.633196
60,1,Africa (EI),1973,0.17,0.0,0.0,31.345707
61,1,Africa (EI),1974,0.175,0.0,0.0,35.667076
62,1,Africa (EI),1975,0.172,0.0,0.0,37.71797
63,1,Africa (EI),1976,0.185,0.0,0.0,41.797634
64,1,Africa (EI),1977,0.189,0.0,0.0,45.92877
65,1,Africa (EI),1978,0.195,0.0,0.0,46.30694
66,1,Africa (EI),1979,0.201,0.0,0.0,49.56523
67,1,Africa (EI),1980,0.207,0.0,0.0,48.311783
68,1,Africa (EI),1981,0.218,0.0,0.0,50.192905
69,1,Africa (EI),1982,0.236,0.0,0.0,50.206238
70,1,Africa (EI),1983,0.23,0.0,0.0,45.24716
71,1,Africa (EI),1984,0.234,0.0,0.0,44.489975
72,1,Africa (EI),1985,0.269,0.0,0.0,49.449684
73,1,Africa (EI),1986,0.659,0.0,0.0,51.145374
74,1,Africa (EI),1987,0.658,0.0,0.0,49.05646
75,1,Africa (EI),1988,0.626,0.0,0.0,53.593456
76,1,Africa (EI),1989,0.617,0.0,0.0,56.276215
77,1,Africa (EI),1990,0.80574995,0.0,0.0,57.254658
78,1,Africa (EI),1991,0.8217477,0.0,0.0,60.65149
79,1,Africa (EI),1992,0.85394657,0.0,0.0,57.86029
80,1,Africa (EI),1993,0.94937193,0.0,0.002,56.682507
81,1,Africa (EI),1994,0.84669536,0.0,0.0054,57.59605
82,1,Africa (EI),1995,1.028464,0.0,0.0063,59.768875
83,1,Africa (EI),1996,1.2678369,0.0,0.0071,62.31646
84,1,Africa (EI),1997,1.3963903,0.0,0.0072,63.852497
85,1,Africa (EI),1998,1.724236,0.0,0.0076,66.654884
86,1,Africa (EI),1999,1.7097833,0.0,0.0198,70.68426
87,1,Africa (EI),2000,2.313793,0.011941,0.1755,75.25581
88,1,Africa (EI),2001,2.3859584,0.01496,0.41558,80.86912
89,1,Africa (EI),2002,2.3420103,0.016799713,0.443584,85.02647
90,1,Africa (EI),2003,2.685965,0.020059297,0.535599,82.5746
91,1,Africa (EI),2004,3.046275,0.02456688,0.7682805,87.21947
92,1,Africa (EI),2005,3.083126,0.029383464,0.7803821,88.83773
93,1,Africa (EI),2006,3.8507726,0.03791205,0.8525656,92.049355
94,1,Africa (EI),2007,3.2195141,0.050479364,1.0162233,95.19856
95,1,Africa (EI),2008,3.3477929,0.07265389,1.3117782,96.96721
96,1,Africa (EI),2009,3.6481445,0.09582156,1.5892309,99.561134
97,1,Africa (EI),2010,3.8428793,0.21605176,2.2845824,107.679985
98,1,Africa (EI),2011,4.0351925,0.6020893,2.386504,110.73201
99,1,Africa (EI),2012,4.190647,0.99265915,2.5156302,111.20843
100,1,Africa (EI),2013,4.571517,0.7893071,3.5934472,117.50695
101,1,Africa (EI),2014,5.57332,1.9059901,5.060073,124.17194
102,1,Africa (EI),2015,7.16401,3.6104434,8.9106865,120.32509
103,1,Africa (EI),2016,7.2771964,5.3191276,11.176371,116.81763
104,1,Africa (EI),2017,7.773782,6.955176,13.6124935,125.27305
105,1,Africa (EI),2018,8.339586,8.382592,14.762939,133.80919
106,1,Africa (EI),2019,8.457672,11.133448,19.281773,138.37263
107,1,Africa (EI),2020,8.108861,15.289597,19.105722,147.85455
108,1,Africa (EI),2021,8.111379,17.905737,22.780289,152.35431
109,1,Africa (EI),2022,8.688001,18.18146,23.893784,156.72108
110,1,Africa (EI),1965,,,0.0,13.905635
111,1,Africa (EI),1966,,,0.0,15.510004
112,1,Africa (EI),1967,,,0.0,16.190636
113,1,Africa (EI),1968,,,0.0,18.938341
114,1,Africa (EI),1969,,,0.0,22.10089
115,1,Africa (EI),1970,,,0.0,27.63043
116,47,Algeria,1990,0.0,0.0,0.0,0.135
117,47,Algeria,1991,0.0,0.0,0.0,0.293
118,47,Algeria,1992,0.0,0.0,0.0,0.199
119,47,Algeria,1993,0.0,0.0,0.0,0.353
120,47,Algeria,1994,0.0,0.0,0.0,0.166
121,47,Algeria,1995,0.0,0.0,0.0,0.193
122,47,Algeria,1996,0.0,0.0,0.0,0.135
123,47,Algeria,1997,0.0,0.0,0.0,0.075
124,47,Algeria,1998,0.0,0.0,0.0,0.215
125,47,Algeria,1999,0.0,0.0,0.0,0.203
126,47,Algeria,2000,0.0,0.0,0.0,0.054
127,47,Algeria,2001,0.0,0.0,0.0,0.069
128,47,Algeria,2002,0.0,0.0,0.0,0.057
129,47,Algeria,2003,0.0,0.0,0.0,0.265
130,47,Algeria,2004,0.0,0.0,0.0,0.251
131,47,Algeria,2005,0.0,0.0,0.0,0.5553
132,47,Algeria,2006,0.0,0.0,0.0,0.2176
133,47,Algeria,2007,0.0,0.0,0.0,0.226
134,47,Algeria,2008,0.0,0.0,0.0,0.283
135,47,Algeria,2009,0.0,0.0,0.0,0.342
136,47,Algeria,2010,0.0,0.0091,0.0,0.173
137,47,Algeria,2011,0.0,0.01811875,0.0,0.378
138,47,Algeria,2012,0.0,0.026723014,0.0,0.389
139,47,Algeria,2013,0.0,0.0286,0.0,0.099
140,47,Algeria,2014,0.0,0.06,0.001,0.193
141,47,Algeria,2015,0.0,0.058,0.019,0.145
142,47,Algeria,2016,0.0,0.245,0.019052055,0.072
143,47,Algeria,2017,0.0,0.504,0.019,0.056
144,47,Algeria,2018,0.0,0.603,0.01,0.117
145,47,Algeria,2019,0.0,0.615,0.01,0.152
146,47,Algeria,2020,0.0,0.685,0.0077,0.0496
147,47,Algeria,2021,0.0,0.664,0.0105,0.0093
148,47,Algeria,2022,0.0,0.68177,0.0105,0.07678
149,47,Algeria,1965,,,,0.4
150,47,Algeria,1966,,,,0.355
151,47,Algeria,1967,,,,0.41
152,47,Algeria,1968,,,,0.563
153,47,Algeria,1969,,,,0.361
154,47,Algeria,1970,,,,0.58
155,47,Algeria,1971,,,,0.33
156,47,Algeria,1972,,,,0.495
157,47,Algeria,1973,,,,0.752
158,47,Algeria,1974,,,,0.497
159,47,Algeria,1975,,,,0.328
160,47,Algeria,1976,,,,0.389
161,47,Algeria,1977,,,,0.269
162,47,Algeria,1978,,,,0.25
163,47,Algeria,1979,,,,0.291
164,47,Algeria,1980,,,,0.257
165,47,Algeria,1981,,,,0.366
166,47,Algeria,1982,,,,0.479
167,47,Algeria,1983,,,,0.235
168,47,Algeria,1984,,,,0.452
169,47,Algeria,1985,,,,0.646
170,47,Algeria,1986,,,,0.25
171,47,Algeria,1987,,,,0.499
172,47,Algeria,1988,,,,0.183
173,47,Algeria,1989,,,,0.226
174,2,Argentina,1965,0.0,,,1.2251163
175,2,Argentina,1966,0.0,,,1.2409302
176,2,Argentina,1967,0.0,,,1.2706977
177,2,Argentina,1968,0.0,,,1.4976745
178,2,Argentina,1969,0.0,,,1.3432558
179,2,Argentina,1970,0.05624185,,,1.5571272
180,2,Argentina,1971,0.05899074,,,1.5461483
181,2,Argentina,1972,0.07602739,,,1.5026463
182,2,Argentina,1973,0.05997025,,,2.9974296
183,2,Argentina,1974,0.06100323,,,4.994663
184,2,Argentina,1975,0.063990325,,,5.1947746
185,2,Argentina,1976,0.060962547,,,5.014902
186,2,Argentina,1977,0.064003065,,,5.7667804
187,2,Argentina,1978,0.06397281,,,7.7466183
188,2,Argentina,1979,0.09498376,,,10.656913
189,2,Argentina,1980,0.09901763,,,15.140881
190,2,Argentina,1981,0.08701801,,,14.684794
191,2,Argentina,1982,0.1149734,,,17.592196
192,2,Argentina,1983,0.15497561,,,18.41851
193,2,Argentina,1984,0.11498845,,,19.877867
194,2,Argentina,1985,0.12000641,,,20.653124
195,2,Argentina,1986,0.123990245,,,21.030247
196,2,Argentina,1987,0.10598629,,,21.912518
197,2,Argentina,1988,0.12296129,,,15.259144
198,2,Argentina,1989,0.10600155,,,13.187393
199,2,Argentina,1990,0.13302182,0.0,0.0,17.713175
200,2,Argentina,1991,0.1310081,0.0,0.0,15.869253
201,2,Argentina,1992,0.12998593,0.0,0.0,19.16509
202,2,Argentina,1993,0.09599508,0.0,0.0,23.768307
203,2,Argentina,1994,0.099004395,0.0,0.0,27.286676
204,2,Argentina,1995,0.119016126,0.0,0.0,26.503681
205,2,Argentina,1996,0.22302064,0.0,0.009618,22.471685
206,2,Argentina,1997,0.17875852,0.0,0.014592,27.924665
207,2,Argentina,1998,0.20689325,1.7e-05,0.032541,26.475504
208,2,Argentina,1999,0.26199996,2.6e-05,0.034781,21.396791
209,2,Argentina,2000,0.3860283,3.6e-05,0.034758,28.575241
210,2,Argentina,2001,0.36299825,4.3e-05,0.049361,36.580173
211,2,Argentina,2002,0.5299802,4.7e-05,0.073405,35.778835
212,2,Argentina,2003,0.88059855,6.5e-05,0.077954,33.800575
213,2,Argentina,2004,0.86751235,7e-05,0.072446,30.462402
214,2,Argentina,2005,0.9164998,8.1e-05,0.07171966,34.216137
215,2,Argentina,2006,1.046309,9e-05,0.06964,38.015213
216,2,Argentina,2007,1.0708514,0.0001089,0.061593,31.22015
217,2,Argentina,2008,1.2059801,0.0001437,0.04195108,31.199696
218,2,Argentina,2009,1.1889358,7.6084e-05,0.036831528,34.618187
219,2,Argentina,2010,1.3773632,8.589e-05,0.025351606,33.35991
220,2,Argentina,2011,1.3895167,0.001614,0.02659055,31.18693
221,2,Argentina,2012,1.4531035,0.008172967,0.369862,29.1644
222,2,Argentina,2013,1.5269085,0.015074079,0.45335487,32.771378
223,2,Argentina,2014,1.482826,0.015944,0.619491,32.416695
224,2,Argentina,2015,1.4873712,0.014683,0.593335,32.33747
225,2,Argentina,2016,1.17702,0.014273,0.547359,29.752789
226,2,Argentina,2017,1.4616984,0.016417,0.611567,31.594284
227,2,Argentina,2018,1.4172236,0.10813,1.412743,32.278667
228,2,Argentina,2019,1.4756514,0.79969794,4.9959664,27.504503
229,2,Argentina,2020,2.1995268,1.344358,9.410639,23.6697
230,2,Argentina,2021,2.253668,2.202619,12.93755,19.648005
231,2,Argentina,2022,2.3409379,2.9377017,14.164457,23.889507
232,3,Asia,1965,0.1,0.0,0.0,142.90587
233,3,Asia,1966,0.122,0.0,0.0,149.04556
234,3,Asia,1967,0.173,0.0,0.0,139.2507
235,3,Asia,1968,0.179,0.0,0.0,154.78128
236,3,Asia,1969,0.178,0.0,0.0,160.68423
237,3,Asia,1970,0.40870398,0.0,0.0,164.48134
238,3,Asia,1971,0.39761102,0.0,0.0,179.92075
239,3,Asia,1972,0.42359102,0.0,0.0,186.07146
240,3,Asia,1973,0.450998,0.0,0.0,172.98293
241,3,Asia,1974,0.514547,0.0,0.0,197.01353
242,3,Asia,1975,0.598507,0.0,0.0,212.23686
243,3,Asia,1976,0.528553,0.0,0.0,218.30035
244,3,Asia,1977,0.752774,0.0,0.0,214.44467
245,3,Asia,1978,0.967644,0.0,0.0,225.85852
246,3,Asia,1979,1.881672,0.0,0.0,244.19711
247,3,Asia,1980,3.27229,0.0,0.0,261.64688
248,3,Asia,1981,5.158717,0.0,0.0,279.014
249,3,Asia,1982,13.786909,0.0,0.0,276.3654
250,3,Asia,1983,15.969758,0.0,0.0,289.0298
251,3,Asia,1984,17.504143,0.0,0.0,289.70355
252,3,Asia,1985,18.650616,0.0,0.0,343.2253
253,3,Asia,1986,19.50979,0.0,0.0,345.83762
254,3,Asia,1987,19.839085,0.0,0.0,358.31186
255,3,Asia,1988,21.396158,0.0,0.0,411.7138
256,3,Asia,1989,23.113253,0.0,0.0,421.20538
257,3,Asia,1990,18.881407,0.004,0.033323232,444.1206
258,3,Asia,1991,19.272646,0.004,0.12300091,449.01508
259,3,Asia,1992,19.529099,0.015500001,0.22078313,452.27505
260,3,Asia,1993,19.343426,0.028500002,0.3098508,502.67566
261,3,Asia,1994,22.93912,0.036,0.578078,498.8318
262,3,Asia,1995,27.571014,0.049510103,1.1145912,538.50226
263,3,Asia,1996,28.013805,0.0725606,0.9768788,534.9226
264,3,Asia,1997,31.614063,0.116365455,1.1958565,532.8262
265,3,Asia,1998,33.696968,0.16731885,1.4579804,564.8095
266,3,Asia,1999,36.97982,0.24566661,2.029756,550.17346
267,3,Asia,2000,40.588943,0.38174945,2.382639,566.6794
268,3,Asia,2001,41.515842,0.5543714,3.2005217,611.66364
269,3,Asia,2002,42.871227,0.77082646,3.4702802,633.5691
270,3,Asia,2003,44.786835,1.0533856,4.594285,658.35077
271,3,Asia,2004,47.366745,1.3908561,8.149257,775.4693
272,3,Asia,2005,53.081306,1.7685174,10.250758,803.5207
273,3,Asia,2006,57.104515,2.1937237,16.057991,884.3695
274,3,Asia,2007,63.526226,2.6313522,21.330153,928.37085
275,3,Asia,2008,71.5243,3.1912105,32.621487,1053.4241
276,3,Asia,2009,80.48477,4.123114,50.676037,1023.3779
277,3,Asia,2010,89.731804,5.8578196,77.96538,1178.6461
278,3,Asia,2011,96.081024,10.345407,110.11321,1193.3324
279,3,Asia,2012,104.62784,15.577005,144.0823,1350.7631
280,3,Asia,2013,116.756134,29.229012,184.99318,1458.813
281,3,Asia,2014,134.84868,59.336735,211.0802,1592.8164
282,3,Asia,2015,157.72005,91.48111,240.93553,1659.4678
283,3,Asia,2016,161.06483,138.24008,312.25238,1723.6405
284,3,Asia,2017,188.30865,217.74692,390.942,1768.7726
285,3,Asia,2018,227.87968,310.8483,465.7147,1809.7045
286,3,Asia,2019,257.05624,391.74545,514.1577,1934.6946
287,3,Asia,2020,287.19968,469.8011,578.2686,1983.6488
288,3,Asia,2021,331.0724,594.699,786.0449,1947.4166
289,3,Asia,2022,366.762,745.87054,907.2565,1997.4298
290,4,Asia Pacific (EI),1965,1.644,0.0,0.0,156.08955
291,4,Asia Pacific (EI),1966,1.643,0.0,0.0,162.31183
292,4,Asia Pacific (EI),1967,1.424,0.0,0.0,152.86674
293,4,Asia Pacific (EI),1968,1.577,0.0,0.0,168.24911
294,4,Asia Pacific (EI),1969,1.608,0.0,0.0,174.1638
295,4,Asia Pacific (EI),1970,1.776704,0.0,0.0,180.71
296,4,Asia Pacific (EI),1971,1.754611,0.0,0.0,199.45708
297,4,Asia Pacific (EI),1972,1.785591,0.0,0.0,205.11601
298,4,Asia Pacific (EI),1973,1.834998,0.0,0.0,194.01163
299,4,Asia Pacific (EI),1974,2.8156047,0.0,0.0,217.9046
300,4,Asia Pacific (EI),1975,2.9736698,0.0,0.0,232.44424
301,4,Asia Pacific (EI),1976,2.9064,0.0,0.0,233.25337
302,4,Asia Pacific (EI),1977,2.941779,0.0,0.0,227.03831
303,4,Asia Pacific (EI),1978,3.2368069,0.0,0.0,237.0464
304,4,Asia Pacific (EI),1979,4.032256,0.0,0.0,256.98187
305,4,Asia Pacific (EI),1980,5.492769,0.0,0.0,273.4472
306,4,Asia Pacific (EI),1981,7.3913007,0.0,0.0,289.72968
307,4,Asia Pacific (EI),1982,16.27123,0.0,0.0,282.66718
308,4,Asia Pacific (EI),1983,18.387142,0.0,0.0,299.34137
309,4,Asia Pacific (EI),1984,20.061474,0.0,0.0,299.4067
310,4,Asia Pacific (EI),1985,21.110823,0.0,0.0,320.04462
311,4,Asia Pacific (EI),1986,22.009226,0.0,0.0,328.1591
312,4,Asia Pacific (EI),1987,22.329086,0.0,0.0,326.8913
313,4,Asia Pacific (EI),1988,24.14604,0.0,0.0,361.78625
314,4,Asia Pacific (EI),1989,26.438787,0.0,0.0,388.04352
315,4,Asia Pacific (EI),1990,22.51375,0.004,0.032323234,399.27155
316,4,Asia Pacific (EI),1991,22.994274,0.00945,0.12200091,410.52426
317,4,Asia Pacific (EI),1992,23.15172,0.0276,0.22047403,401.52466
318,4,Asia Pacific (EI),1993,23.097511,0.0431,0.31183666,440.28693
319,4,Asia Pacific (EI),1994,26.580261,0.0534,0.58358806,443.2982
320,4,Asia Pacific (EI),1995,31.112776,0.0706601,1.1216013,483.43442
321,4,Asia Pacific (EI),1996,31.652657,0.09816061,0.99120504,473.40945
322,4,Asia Pacific (EI),1997,35.280697,0.14701545,1.21395,475.89465
323,4,Asia Pacific (EI),1998,37.75988,0.20291886,1.4895501,506.6743
324,4,Asia Pacific (EI),1999,41.455635,0.2862666,2.0532491,500.24295
325,4,Asia Pacific (EI),2000,44.974827,0.42849943,2.563947,521.65295
326,4,Asia Pacific (EI),2001,45.5645,0.6085214,3.5174093,570.4633
327,4,Asia Pacific (EI),2002,47.265427,0.8291264,4.0670133,578.90875
328,4,Asia Pacific (EI),2003,49.58167,1.1165856,5.3408756,594.3545
329,4,Asia Pacific (EI),2004,53.4015,1.463806,9.186693,699.15247
330,4,Asia Pacific (EI),2005,60.62645,1.8525676,12.019194,727.9608
331,4,Asia Pacific (EI),2006,64.95472,2.2911239,18.569807,801.6983
332,4,Asia Pacific (EI),2007,71.794655,2.7484078,24.603132,852.17444
333,4,Asia Pacific (EI),2008,79.79271,3.330357,36.079895,997.7784
334,4,Asia Pacific (EI),2009,88.11606,4.3826756,54.847977,968.0881
335,4,Asia Pacific (EI),2010,97.70076,6.7389045,81.48422,1097.6237
336,4,Asia Pacific (EI),2011,104.44267,12.163931,113.551094,1117.7701
337,4,Asia Pacific (EI),2012,113.30695,17.556538,147.72359,1261.9131
338,4,Asia Pacific (EI),2013,125.20862,32.386497,188.47218,1369.8527
339,4,Asia Pacific (EI),2014,142.99767,62.967796,214.27243,1523.4014
340,4,Asia Pacific (EI),2015,165.37555,95.62407,243.05768,1566.8497
341,4,Asia Pacific (EI),2016,166.07645,141.70149,311.22577,1628.6888
342,4,Asia Pacific (EI),2017,191.36026,219.84462,387.15158,1673.8103
343,4,Asia Pacific (EI),2018,228.90822,309.36655,462.0912,1727.1772
344,4,Asia Pacific (EI),2019,255.50734,390.3716,511.6146,1791.1794
345,4,Asia Pacific (EI),2020,283.423,466.89542,574.49384,1864.6387
346,4,Asia Pacific (EI),2021,324.5863,591.00745,779.23627,1861.7267
347,4,Asia Pacific (EI),2022,358.46915,743.1785,900.9207,1911.4636
348,5,Australia,1965,0.296,,,7.689756
349,5,Australia,1966,0.284,,,7.3450427
350,5,Australia,1967,0.29,,,7.6057873
351,5,Australia,1968,0.282,,,7.9505005
352,5,Australia,1969,0.281,,,8.684121
353,5,Australia,1970,0.261,,,10.170687
354,5,Australia,1971,0.263,,,11.507442
355,5,Australia,1972,0.28,,,11.553314
356,5,Australia,1973,0.338,,,12.285839
357,5,Australia,1974,0.429,,,13.87392
358,5,Australia,1975,0.489,,,14.887801
359,5,Australia,1976,0.484,,,14.153859
360,5,Australia,1977,0.429,,,13.54395
361,5,Australia,1978,0.405,,,14.675349
362,5,Australia,1979,0.418,,,14.246056
363,5,Australia,1980,0.385,,,13.466598
364,5,Australia,1981,0.404,,,13.8663435
365,5,Australia,1982,0.516,,,12.770334
366,5,Australia,1983,0.431,,,12.123648
367,5,Australia,1984,0.441,,,13.125949
368,5,Australia,1985,0.456,,,13.940511
369,5,Australia,1986,0.46,,,14.025799
370,5,Australia,1987,0.47,,,13.613796
371,5,Australia,1988,0.731,,,14.334444
372,5,Australia,1989,0.81,,,14.253669
373,5,Australia,1990,0.7595,0.0,0.0,14.7595
374,5,Australia,1991,0.7195,0.00545,0.0,15.6535
375,5,Australia,1992,0.67,0.0121,0.0,15.9415
376,5,Australia,1993,0.67,0.0146,0.002,16.387
377,5,Australia,1994,0.6965,0.0174,0.0055,16.15
378,5,Australia,1995,0.8255,0.02115,0.007,15.631
379,5,Australia,1996,0.9465,0.0256,0.007,15.9685
380,5,Australia,1997,0.997,0.03065,0.0075,15.9525
381,5,Australia,1998,1.081,0.0356,0.018,15.798
382,5,Australia,1999,1.1335,0.0406,0.043,16.2815
383,5,Australia,2000,0.8895,0.04675,0.134,16.4665
384,5,Australia,2001,0.7975,0.05415,0.287,16.1235
385,5,Australia,2002,1.2668,0.0583,0.53355,16.095
386,5,Australia,2003,1.6918,0.0632,0.70405,16.21055
387,5,Australia,2004,2.81525,0.07295,0.795,15.68665
388,5,Australia,2005,3.871,0.08405,1.29905,15.4657
389,5,Australia,2006,3.9325,0.0975,2.1621,14.9451
390,5,Australia,2007,4.275,0.11375,2.8521,13.04895
391,5,Australia,2008,3.6961,0.1392,3.45845,11.81515
392,5,Australia,2009,2.7868,0.29024202,4.43775,12.64205
393,5,Australia,2010,2.44155,0.97764826,4.985,13.746
394,5,Australia,2011,2.57395,2.0445466,6.432,19.572
395,5,Australia,2012,3.09785,2.412,7.725,17.036
396,5,Australia,2013,3.33165,3.8474,9.259,19.089
397,5,Australia,2014,3.546362,4.952,9.777,14.484
398,5,Australia,2015,3.678062,6.195524,11.833002,14.086569
399,5,Australia,2016,3.627513,7.4397755,13.039705,17.629421
400,5,Australia,2017,3.561684,8.917557,13.210791,13.499718
401,5,Australia,2018,3.588149,12.332544,16.261955,17.31133
402,5,Australia,2019,3.4677262,18.296988,19.471687,14.020776
403,5,Australia,2020,3.4104242,23.84266,22.606892,14.420926
404,5,Australia,2021,3.344045,31.193806,26.795876,15.942656
405,5,Australia,2022,3.245771,38.840973,31.652384,17.123077
406,6,Austria,1985,0.943327,,,30.775146
407,6,Austria,1986,1.287501,,,30.903927
408,6,Austria,1987,0.905816,,,35.387993
409,6,Austria,1988,1.04696,,,35.30409
410,6,Austria,1989,1.10445,,,35.08243
411,6,Austria,1990,1.142485,0.0,0.0,31.509
412,6,Austria,1991,1.225832,0.0,0.0,31.4434
413,6,Austria,1992,1.329164,0.0,0.0,34.8484
414,6,Austria,1993,1.361111,0.001,0.0,36.705555
415,6,Austria,1994,1.210555,0.001,0.0,35.7075
416,6,Austria,1995,1.857221,0.001,0.001,37.067223
417,6,Austria,1996,1.589444,0.001,0.005,34.21611
418,6,Austria,1997,1.711389,0.002,0.02,36.105278
419,6,Austria,1998,1.842777,0.002,0.045,37.163334
420,6,Austria,1999,1.5969118,0.002,0.051,40.69912
421,6,Austria,2000,1.5282793,0.003,0.067,41.83565
422,6,Austria,2001,1.667812,0.005,0.172,40.455482
423,6,Austria,2002,1.520444,0.009,0.203,40.227
424,6,Austria,2003,1.711921,0.015,0.366,33.214993
425,6,Austria,2004,2.05973,0.018,0.924,36.762283
426,6,Austria,2005,2.4401429,0.021018375,1.3312768,37.09514
427,6,Austria,2006,3.2547655,0.022386875,1.752793,35.656086
428,6,Austria,2007,4.0791254,0.024238374,2.037185,37.05445
429,6,Austria,2008,4.177986,0.03011991,2.0112574,38.32949
430,6,Austria,2009,4.2947526,0.04891428,1.9540402,40.896305
431,6,Austria,2010,4.500126,0.08881314,2.0639138,38.36342
432,6,Austria,2011,4.572212,0.17406996,1.9362364,34.23717
433,6,Austria,2012,4.691266,0.33748305,2.462029,43.8477
434,6,Austria,2013,4.7102733,0.625974,3.1532316,42.01672
435,6,Austria,2014,4.5615125,0.785246,3.845768,41.007236
436,6,Austria,2015,4.66263,0.937098,4.840343,37.156864
437,6,Austria,2016,4.7955213,1.096016,5.2348385,39.971336
438,6,Austria,2017,4.933439,1.268971,6.5715113,38.29375
439,6,Austria,2018,4.9433427,1.455132,6.0304294,37.63791
440,6,Austria,2019,4.6682663,1.702093,7.4500766,40.82597
441,6,Austria,2020,4.6011376,2.042934,6.7915306,41.99803
442,6,Austria,2021,4.4915257,2.7826018,6.7400417,38.75133
443,6,Austria,2022,4.6958914,3.2184885,7.245277,35.535885
444,6,Austria,1965,,,,16.083
445,6,Austria,1966,,,,17.331
446,6,Austria,1967,,,,17.698
447,6,Austria,1968,,,,18.185
448,6,Austria,1969,,,,16.718
449,6,Austria,1970,,,,21.2897
450,6,Austria,1971,,,,16.8201
451,6,Austria,1972,,,,17.2876
452,6,Austria,1973,,,,19.2092
453,6,Austria,1974,,,,22.7122
454,6,Austria,1975,,,,23.7952
455,6,Austria,1976,,,,20.5656
456,6,Austria,1977,,,,24.9208
457,6,Austria,1978,,,,24.9408
458,6,Austria,1979,,,,28.0968
459,6,Austria,1980,,,,29.1099
460,6,Austria,1981,,,,30.8473
461,6,Austria,1982,,,,30.8963
462,6,Austria,1983,,,,30.6063
463,6,Austria,1984,,,,26.849564
464,52,Azerbaijan,1990,0.0,0.0,0.0,1.658
465,52,Azerbaijan,1991,0.0,0.0,0.0,1.7593
466,52,Azerbaijan,1992,0.0,0.0,0.0,1.7473
467,52,Azerbaijan,1993,0.0,0.0,0.0,2.426
